Gene,mean_1_aerobic_t30_2_chlor, std_1_aerobic_t30_2_chlor,mean_1_aerobic_t60_2_chlor, std_1_aerobic_t60_2_chlor,mean_1_aerobic_t180_2_chlor, std_1_aerobic_t180_2_chlor,mean_1_aerobic_t30_6_nor, std_1_aerobic_t30_6_nor,mean_1_aerobic_t60_6_nor, std_1_aerobic_t60_6_nor,mean_1_aerobic_t180_6_Nor, std_1_aerobic_t180_6_Nor
ycjY, -0.310, 0.569, 0.103, 0.279, 0.059, 0.634, -0.482, 1.204, -0.613, 0.983, -0.725, 0.615
tusC, 1.268, 0.976, inf, nan, inf, nan, 3.566, 1.370, inf, nan, inf, nan
coaE, 0.428, 1.840, 0.344, 0.784, 1.798, 2.476, -inf, nan, -inf, nan, 2.366, 1.660
nusB, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan
moeB, 0.601, 0.923, 0.561, 0.191, 0.405, 0.183, 0.298, 1.194, -0.168, 0.773, -0.479, 0.537
yeaG, 0.592, 1.257, 0.322, 0.385, -0.254, 1.411, -inf, nan, -2.342, 1.183, -1.012, 0.931
hyi, 0.587, 1.319, 0.248, 0.332, 0.094, 0.511, 0.472, 1.209, 0.164, 0.591, -0.652, 0.619
ydhZ, -0.757, 1.405, 0.191, 0.428, -0.000, 0.678, -inf, nan, -0.547, 1.700, -0.339, 0.552
flxA, -1.372, 1.334, 0.320, 1.271, 0.317, 0.795, -inf, nan, -inf, nan, -0.350, 1.064
lldP, 0.303, 0.618, 0.407, 0.252, 0.100, 0.347, -0.181, 0.716, -0.635, 0.407, -0.991, 0.496
rhaB, 0.067, 0.318, 0.450, 0.352, 0.269, 0.361, -0.405, 0.559, -0.541, 0.560, -0.627, 0.158
yrdB, 1.016, 0.508, 0.749, 0.313, 0.497, 0.592, 0.264, 1.234, 0.270, 1.552, -0.293, 0.812
yghG, -0.506, 1.136, -0.016, 0.440, -0.451, 1.505, -inf, nan, -inf, nan, -1.228, 0.646
ygeX, 0.664, 0.295, 0.308, 0.307, 0.198, 0.189, 0.465, 0.371, 0.303, 0.845, -0.948, 0.470
oppC, 0.543, 0.402, 0.329, 0.165, 0.238, 0.266, 0.056, 0.311, -0.148, 0.717, -0.633, 0.256
ydbK, 0.081, 0.752, 0.226, 0.346, -0.215, 0.347, -0.374, 0.395, -0.246, 0.719, -0.941, 0.184
ivy, 0.627, 0.562, 0.552, 0.493, 0.524, 0.404, -0.255, 1.134, -0.271, 0.615, -0.474, 0.606
qmcA, 0.324, 1.705, 0.410, 0.133, 0.228, 0.071, 0.506, 0.920, -0.509, 1.055, -0.311, 0.368
yebT, 0.695, 0.590, 0.879, 0.511, 0.534, 0.682, 0.241, 0.663, 0.728, 1.364, -0.009, 0.458
ycgH_1, -inf, nan, 0.265, 0.857, 0.096, 1.010, -inf, nan, -1.142, 1.263, -0.492, 1.205
dsbC, 0.156, 0.561, 0.620, 0.187, 0.393, 0.592, -0.739, 0.625, -0.423, 2.269, -0.161, 0.331
yfcD, 0.737, 0.140, 1.024, 0.688, 0.531, 0.658, 0.402, 1.050, -inf, nan, -0.203, 0.686
ybbN, 0.013, 0.418, 0.575, 0.345, 0.040, 0.569, -1.693, 1.641, 1.356, 0.123, -1.375, 0.711
dinD, -0.620, 0.644, 0.161, 0.761, 0.088, 0.612, -0.417, 1.285, -1.916, 1.862, -0.074, 0.898
ybiI, 1.060, 1.325, 0.124, 0.506, 0.126, 0.908, 0.473, 1.580, -0.819, 0.351, -0.723, 0.330
ompF, -0.417, 0.121, 0.376, 0.109, -0.143, 0.629, 2.014, 1.472, 2.258, 1.553, 0.897, 1.131
cyoB, 0.091, 0.257, 0.608, 0.252, 0.522, 0.264, -0.111, 0.533, 0.083, 0.451, -0.536, 0.324
ybbA, 0.872, 0.614, 0.381, 0.397, 0.339, 0.553, 0.370, 0.634, -0.262, 0.427, -1.191, 0.542
insJ, -0.010, 2.077, inf, nan, 0.336, 0.731, -0.585, 2.174, inf, nan, -inf, nan
ruvA, -0.065, 0.607, 0.488, 0.499, inf, nan, -2.088, 0.659, -inf, nan, inf, nan
tfaD, 1.738, 1.588, 0.786, 1.402, 0.371, 1.104, 1.748, 1.217, -0.462, 2.304, -0.819, 1.925
rspB, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
aceF, 0.977, 1.212, 0.721, 0.667, 3.050, 1.246, 1.964, 1.832, 3.005, 1.094, 3.572, 1.604
yjdI, -0.229, 1.273, -0.128, 0.991, 0.229, 0.285, 0.496, 0.692, -1.716, 2.217, -0.837, 0.377
ydjJ, -inf, nan, 0.795, 1.007, -inf, nan, -inf, nan, -inf, nan, -0.981, 0.750
yfcV, 0.592, 0.834, 0.514, 0.418, -0.014, 0.196, -0.081, 0.738, -1.517, 1.728, -0.807, 0.381
yfdM, 0.124, 0.479, 0.665, 1.042, -0.046, 0.158, -1.268, 1.882, -0.461, 0.983, -0.619, 0.335
treF, -0.046, 0.604, 0.275, 0.650, 0.088, 0.629, -0.277, 0.749, -0.743, 0.583, -0.386, 0.455
ycaP, -0.243, 0.251, 0.056, 0.497, -0.119, 0.203, -1.455, 0.619, -0.234, 0.417, -0.978, 0.444
fruK, 0.973, 0.596, 0.150, 0.118, 0.207, 0.301, 0.890, 0.588, -0.171, 0.517, -0.706, 0.032
nudB, 1.356, 0.936, 1.274, 0.175, 1.198, 0.407, 0.506, 0.598, 0.674, 0.571, 1.423, 0.495
ydhW, 0.097, 0.582, 0.561, 0.154, 0.334, 0.346, -0.264, 1.278, -0.895, 0.581, -1.526, 1.611
grcA, -0.369, 0.392, 0.639, 0.223, 0.175, 0.237, -1.163, 0.627, -0.248, 0.208, -0.554, 0.212
cspH, 0.187, 0.378, 0.488, 0.714, -0.124, 0.278, -1.037, 1.448, -0.340, 1.479, -0.441, 0.667
bglA, -0.641, 1.713, 0.399, 0.703, 0.173, 0.732, -0.608, 1.224, -0.720, 0.990, -0.529, 0.357
secG, 0.220, 0.872, inf, nan, inf, nan, 1.512, 0.894, inf, nan, inf, nan
leuW, inf, nan, 0.000, nan, inf, nan, inf, nan, -inf, nan, inf, nan
menE, 0.769, 0.207, 0.418, 0.536, 0.231, 0.167, 0.243, 0.536, -0.213, 0.413, -0.622, 0.097
amn, -0.198, 1.388, 0.242, 0.333, 0.217, 0.466, -1.088, 0.690, -0.218, 0.478, -1.515, 1.195
rplY, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
yeaP, 0.796, 1.238, 0.311, 0.288, 0.273, 0.089, 0.612, 1.370, -0.932, 1.116, -0.539, 0.660
ygdB, 0.604, 0.346, 0.541, 0.455, 0.274, 0.256, 1.388, 1.400, -0.397, 0.805, -0.703, 0.361
manZ, -0.451, 1.362, 0.387, 0.203, -0.081, 0.520, -0.649, 1.110, -0.325, 0.558, -0.770, 0.547
yahM, nan, nan, inf, nan, nan, nan, nan, nan, inf, nan, nan, nan
eutC, 0.360, 0.462, 0.352, 0.306, 0.740, 0.822, -0.136, 0.358, -0.016, 0.302, -0.669, 0.110
leuS, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan
fadL, 0.327, 0.631, 0.625, 0.744, 1.535, 2.718, -0.040, 0.898, 0.337, 2.155, 0.972, 3.689
garD, -0.528, 0.977, 0.208, 0.193, 0.278, 0.156, -0.826, 0.921, -0.588, 0.357, -0.386, 0.278
yjgL, -inf, nan, 0.004, 0.698, inf, nan, -inf, nan, -inf, nan, inf, nan
yiiQ, 0.014, 0.521, 0.207, 0.402, 0.462, 0.415, -0.571, 0.869, -0.555, 0.355, -0.244, 0.273
gntU, -0.096, 0.455, 0.228, 0.216, -0.068, 0.333, -0.511, 0.663, -0.518, 0.701, -0.767, 0.321
endA, -0.154, 1.732, 0.519, 0.790, 0.420, 0.391, -0.243, 0.651, -inf, nan, -0.526, 0.506
lpxH, inf, nan, 1.700, 1.580, inf, nan, inf, nan, 1.267, 2.029, inf, nan
asd, -0.074, 0.963, 0.151, 0.400, -0.024, 0.359, -0.359, 1.563, -0.878, 0.924, -1.206, 0.661
ybdN, -0.549, 0.625, 0.539, 0.180, 0.344, 0.513, -1.023, 0.544, -inf, nan, -0.583, 0.481
yidJ, -0.669, 2.039, 0.708, 0.176, 0.300, 0.444, -0.781, 1.963, -0.544, 0.512, -0.730, 0.550
ydcO, 0.409, 0.412, 0.382, 0.294, -0.027, 0.210, -0.126, 0.376, -0.286, 0.963, -0.386, 0.491
lfhA, 0.326, 0.787, 0.673, 0.633, 0.459, 0.652, -0.411, 1.245, -1.602, 1.767, -0.506, 0.561
yoaG, -0.072, 0.354, 0.103, 0.733, 0.295, 0.232, -0.052, 0.153, -1.719, 0.026, -0.619, 0.743
rrrQ, -0.615, 2.093, 0.500, 0.142, -0.036, 0.842, -inf, nan, -2.261, 1.386, -1.293, 0.641
mscS, 0.159, 0.724, 0.441, 0.269, -0.138, 0.375, -0.425, 1.792, -1.007, 1.514, -0.867, 0.290
moeA, 0.139, 1.097, 0.395, 0.228, 0.814, 0.541, 0.400, 1.588, 0.261, 1.247, -0.099, 0.612
tfaQ, inf, nan, 0.000, nan, inf, nan, inf, nan, -inf, nan, inf, nan
tfaR, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
yoeA, inf, nan, -inf, nan, -inf, nan, inf, nan, -inf, nan, -inf, nan
fadK, 0.194, 0.599, 0.318, 0.227, 0.156, 0.370, 0.021, 0.500, -0.811, 1.449, -0.664, 0.383
menC, 0.564, 0.384, 0.264, 0.233, 0.230, 0.189, 0.125, 0.795, 0.139, 0.437, -0.475, 0.388
spr, -0.251, 0.596, 0.525, 0.659, 0.028, 0.278, -0.671, 0.696, -2.568, 0.387, -1.549, 0.716
cfa, 0.066, 0.679, 0.704, 0.358, 0.373, 0.331, -0.239, 0.820, -0.964, 0.518, -0.391, 0.263
yqaE, inf, nan, -inf, nan, 0.051, 0.119, inf, nan, -inf, nan, -0.737, 0.527
tbpA, -0.016, 1.113, 0.392, 0.370, 0.284, 0.308, -0.325, 1.039, -1.112, 0.852, -0.642, 0.400
chaB, -0.760, 1.062, 0.358, 0.361, 0.226, 0.406, -0.852, 0.621, -0.956, 0.931, -0.615, 0.405
groL, -0.107, 2.247, 1.553, 1.527, 1.923, 2.744, -0.582, 1.659, -inf, nan, 0.917, 3.713
asr, 0.519, 0.707, -0.240, 0.238, -0.018, 0.149, -0.247, 0.995, -0.617, 0.731, -0.958, 0.218
preA, 0.341, 0.959, 0.522, 0.404, 0.351, 0.314, -1.065, 1.459, -1.451, 1.530, -0.957, 0.603
yfeZ, 0.193, 0.716, 0.506, 0.401, 0.413, 0.303, -0.221, 1.320, -inf, nan, -0.901, 0.444
rnd, 0.443, 0.560, 0.986, 0.557, 0.741, 0.590, 0.636, 0.934, 0.067, 0.661, -0.421, 0.958
thiG, 0.413, 0.400, 0.481, 0.279, 0.572, 0.215, 0.602, 0.788, -0.675, 0.853, -0.315, 0.177
cusC, -0.479, 0.902, 0.280, 0.623, -0.084, 0.288, -0.927, 0.751, -0.480, 0.954, -1.181, 0.416
ybaQ, -1.611, 1.531, 0.190, 0.240, -0.366, 0.684, -inf, nan, -inf, nan, -1.156, 0.796
rssB, -0.032, 0.667, 0.571, 0.904, 0.192, 0.510, -0.222, 0.593, -0.420, 0.782, -0.345, 0.955
ymfA, -0.094, 0.445, 0.477, 0.532, 0.191, 0.277, -0.274, 1.001, -0.343, 1.652, -0.541, 0.265
uxuB, 0.457, 0.376, 0.459, 0.240, 0.434, 0.301, -0.077, 0.489, 0.102, 0.955, -0.674, 0.092
C0067, -1.158, nan, -0.720, nan, 0.507, nan, 0.601, nan, -2.485, nan, -0.341, nan
ycdF, inf, nan, 0.112, 0.913, -0.492, 1.156, inf, nan, -0.314, 2.783, -1.218, 0.835
mocA, -0.608, 1.005, 0.218, 0.671, -0.011, 0.390, -1.115, 1.262, -1.420, 2.248, -1.096, 0.223
ydiK, -0.404, 0.779, 0.235, 0.124, 0.108, 0.893, -0.837, 0.649, -0.135, 0.528, -1.119, 0.412
hofB, 0.436, 0.380, -0.007, 0.289, 0.296, 0.520, -0.081, 0.344, -0.308, 0.380, -0.319, 0.723
dicA, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
yqgD, 0.048, 0.991, inf, nan, inf, nan, -inf, nan, inf, nan, inf, nan
ygaC, 0.425, 0.429, 0.342, 0.456, 0.024, 0.887, 0.257, 0.315, 0.368, 1.006, -0.625, 0.789
lamB, 0.811, 0.253, 0.459, 0.197, 0.139, 0.197, 0.416, 0.401, -0.357, 0.896, -0.830, 0.194
ybaV, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
kefC, 0.514, 0.319, 0.341, 0.221, 0.268, 0.236, 0.132, 0.582, -0.280, 0.583, -0.541, 0.258
hflX, 0.676, 0.549, 0.498, 0.214, 0.008, 0.461, -0.313, 1.175, -0.579, 1.807, -1.249, 0.413
yegH, 0.607, 0.829, 0.524, 0.609, 0.370, 0.707, -0.712, 2.082, 0.046, 0.822, -0.496, 0.715
fliR, 0.136, 0.757, 0.355, 0.327, 0.522, 1.331, 0.367, 0.961, -1.598, 1.132, -0.077, 1.698
ebgR, 0.207, 0.726, 0.635, 0.428, 0.211, 0.155, 0.027, 0.863, -0.219, 0.543, -0.631, 0.641
pta, nan, nan, nan, nan, inf, nan, nan, nan, nan, nan, inf, nan
ybaB, 1.180, 1.928, 0.270, 0.243, 0.832, 1.288, 1.217, 2.554, -0.602, 0.574, 0.457, 1.224
ybfF, 0.027, 0.538, -0.080, 0.575, -0.085, 0.698, -inf, nan, -inf, nan, 0.354, 1.995
renD, 0.059, 0.163, 0.903, 0.660, 0.406, 0.839, -0.321, 0.454, 0.228, 1.546, -0.397, 1.736
cmoB, 0.139, 1.255, 0.364, 0.359, 0.082, 0.347, -0.005, 0.996, -0.242, 0.394, -0.311, 0.318
yfcS, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
spoT, 0.444, 0.914, 1.536, 1.012, 2.608, 1.230, 1.832, 1.288, 3.561, 1.773, 4.810, 1.745
curA, 0.722, 1.095, 0.589, 0.332, 0.177, 0.058, 0.368, 1.354, -0.917, 0.603, -0.918, 0.584
metK, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
ygfM, 0.523, 0.542, 0.252, 0.533, 0.329, 0.246, -0.375, 1.038, -0.740, 0.418, -1.011, 0.354
ychE, -0.433, 0.844, 0.343, 0.627, 0.184, 0.658, -inf, nan, -1.244, 1.164, -inf, nan
yciO, -0.612, 1.711, 0.232, 0.542, 0.202, 0.504, -0.932, 1.205, -0.877, 0.650, -0.394, 0.380
mcrB, inf, nan, 0.855, 1.026, 0.022, 0.079, inf, nan, -inf, nan, -0.473, 1.012
yjjN, -0.737, 0.318, 0.781, 1.821, 0.034, 0.594, -2.114, 2.165, -inf, nan, -0.190, 0.345
citD, 0.756, 0.611, 0.286, 0.151, 0.421, 0.304, 0.380, 0.825, -0.773, 1.138, -0.328, 0.502
ybfP, -0.362, 0.605, 0.281, 0.227, 0.122, 0.192, -1.441, 1.382, -0.687, 0.813, -0.615, 0.620
yqfB, -0.303, 1.251, 0.349, 0.635, 0.250, 0.587, -1.325, 1.345, 0.480, 1.232, -0.496, 0.566
ybeF, -0.157, 0.380, 0.291, 0.761, -0.184, 0.287, -1.027, 0.342, -1.290, 0.865, -0.685, 0.111
ydeS, -0.122, 0.600, -0.073, 0.299, -0.447, 0.466, -0.202, 0.245, -1.307, 2.029, -0.886, 0.299
alaE, 0.136, 0.386, -0.320, 0.072, 0.352, 0.359, -0.724, 0.919, -0.813, 0.218, -0.581, 0.761
tdk, -0.572, 1.426, -0.238, 0.688, 0.134, 0.200, -1.712, 0.787, -1.280, 1.590, -0.202, 0.486
hisH, -0.068, 0.635, 0.019, 0.213, 0.366, 0.526, -0.467, 0.806, -0.197, 0.398, -0.508, 0.732
relA, 0.440, 0.465, 0.540, 0.257, -0.151, 0.230, -0.883, 0.733, -1.268, 0.242, -0.684, 0.204
ynfC, 0.364, 0.652, 0.722, 0.563, 0.364, 0.339, 0.346, 1.378, -0.911, 2.281, -0.835, 0.882
yceI, inf, nan, inf, nan, 0.552, 1.002, inf, nan, inf, nan, 0.528, 2.509
ccmA, 0.505, 0.448, 0.588, 0.443, 0.371, 0.121, -0.009, 0.334, 0.170, 0.693, -0.590, 0.355
lnt, inf, nan, inf, nan, inf, nan, nan, nan, nan, nan, inf, nan
nudK, -inf, nan, -inf, nan, inf, nan, -inf, nan, -inf, nan, inf, nan
pyrB, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan
yadL, inf, nan, inf, nan, -inf, nan, nan, nan, inf, nan, -inf, nan
ybeM_2, -0.030, 0.745, 1.169, 0.204, 0.893, 0.909, -0.485, 0.079, -0.583, 2.365, -0.431, 0.643
dinJ, -0.768, 0.427, 0.180, 0.335, 0.163, 0.778, -0.344, 1.146, -0.623, 0.786, -0.864, 0.635
recA, -1.428, 0.968, 0.602, 0.184, 2.486, 0.892, -inf, nan, -inf, nan, -1.161, 1.085
ppdA, 0.848, 0.487, 0.884, 1.070, 1.317, 2.026, -0.208, 0.694, -0.076, 0.845, 0.273, 2.104
ygjJ, -0.366, 0.545, 0.104, 0.410, -0.077, 0.063, -1.148, 0.651, -1.868, 1.202, -0.912, 0.842
wzyE, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan
aaeR, 0.368, 0.701, 0.447, 0.162, 0.345, 0.242, -0.059, 0.873, 0.001, 0.678, -0.592, 0.482
osmY, 0.800, 0.110, 0.458, 0.258, 0.261, 0.221, 0.263, 0.483, -0.300, 0.545, -0.534, 0.232
ydfX, inf, nan, 1.010, 0.338, 0.037, 0.238, inf, nan, 0.523, 0.898, -0.354, 0.728
rdoA, 0.783, 0.694, 0.487, 1.023, -0.556, 0.929, 0.503, 0.772, -0.587, 0.338, -0.621, 0.462
sucA, 0.077, 0.806, 0.661, 0.209, 1.115, 0.863, -0.186, 0.904, -0.778, 1.367, -0.687, 1.023
intQ, 0.173, 1.444, 0.083, 1.577, 0.333, 0.613, -inf, nan, -0.178, 2.385, -inf, nan
frlR, 0.299, 0.468, 0.859, 0.500, -0.409, 0.704, -0.351, 0.479, 0.043, 0.387, -1.066, 0.604
folK, 0.386, 0.807, 0.190, 0.151, 0.707, 0.539, 0.231, 1.167, -1.318, 0.760, -1.083, 0.684
yjiY, 1.186, 1.197, 0.989, 0.540, 0.796, 1.538, 0.821, 1.514, -0.214, 2.546, -0.091, 0.904
tdcB, -0.765, 1.133, 0.427, 0.093, 0.299, 0.170, -0.659, 1.197, -0.086, 0.430, -0.045, 1.298
yahJ, 0.909, 0.644, 0.139, 0.207, 0.219, 0.043, 0.159, 1.625, -0.569, 0.574, -0.896, 0.386
sgcR, -0.284, 0.654, 0.051, 0.636, 0.365, 0.460, -0.950, 0.797, -0.435, 1.144, -0.866, 0.842
ldrD, -0.072, 1.177, 0.101, 0.512, -0.195, 0.177, -0.296, 0.442, -0.158, 2.689, -1.220, 0.656
yraH, -1.319, 0.809, -0.122, 0.329, -0.220, 1.214, -0.894, 1.775, -inf, nan, -1.189, 0.965
allD, -1.164, 0.982, 0.353, 0.679, -0.042, 0.223, -1.517, 1.122, -0.349, 2.017, -0.808, 0.697
aer, 0.213, 0.722, 0.849, 0.441, 0.163, 0.417, -0.314, 1.171, -0.185, 0.714, -0.187, 0.384
hsdS, -0.924, 0.766, 0.744, 0.437, 0.176, 0.805, -0.339, 1.686, -inf, nan, -0.133, 1.136
yihP, -0.196, 1.136, 0.821, 0.612, 0.271, 0.439, -0.979, 1.394, -inf, nan, -0.644, 0.508
ynaI, 0.255, 1.348, 0.024, 0.319, 0.101, 0.245, -0.552, 2.187, -0.772, 1.346, -1.672, 1.075
arsB, -0.156, 0.629, 0.310, 0.122, -0.107, 0.092, -0.341, 0.957, -0.108, 0.651, -0.568, 0.205
dsbG, -0.373, 0.689, 0.708, 0.920, -0.585, 0.414, -1.399, 1.940, -0.332, 1.333, -0.717, 0.630
hybO, 0.528, 0.366, 0.344, 0.806, 0.424, 0.416, 0.022, 0.935, -0.141, 1.363, -0.256, 0.631
dinQ, -0.471, 1.413, 0.520, 0.133, -0.097, 0.770, -1.483, 1.791, -1.959, 2.532, -0.837, 0.487
yfjP, inf, nan, 0.668, 0.667, 0.537, 0.751, inf, nan, -1.355, 1.750, -0.437, 0.456
ybfO, -0.013, 0.729, 0.941, 0.798, 0.189, 0.377, -0.613, 0.792, 0.780, 1.050, -0.668, 0.613
ydcD, -1.238, 1.365, 0.100, 1.148, -0.527, 1.178, -0.339, 1.631, -inf, nan, -1.107, 0.720
nrdF, -0.009, 1.172, 0.663, 0.854, 0.048, 0.547, 0.292, 2.226, 0.039, 0.737, -0.498, 0.331
rfbX, -1.390, 0.532, 0.116, 0.420, -0.554, 0.765, -1.468, 0.705, 0.111, 0.401, -0.583, 0.272
gfcE, inf, nan, -inf, nan, inf, nan, inf, nan, -inf, nan, inf, nan
prmB, nan, nan, inf, nan, -0.670, 2.146, nan, nan, inf, nan, -0.683, 1.629
lsrK, 0.033, 1.089, -0.029, 0.592, 0.304, 0.507, 0.180, 1.144, -inf, nan, -inf, nan
acrE, -0.139, 0.579, 0.354, 0.243, -0.002, 0.183, -0.333, 0.955, -1.062, 0.263, -0.985, 0.402
dnaG, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
eutJ, 0.696, 0.549, 0.188, 0.618, -0.004, 0.348, 0.220, 0.488, 0.220, 0.525, -0.854, 0.441
ydhI, 0.008, 0.564, 0.440, 0.538, 0.116, 0.281, -0.128, 0.903, -inf, nan, -0.841, 0.383
yjtD, inf, nan, inf, nan, 0.205, 0.971, inf, nan, nan, nan, -0.448, 0.370
yciQ, inf, nan, 0.437, 0.651, -0.310, 0.651, inf, nan, 0.105, 1.201, -1.042, 0.643
yphC, -0.141, 0.997, 0.632, 0.637, 0.483, 0.383, -0.488, 1.765, -1.026, 0.925, -0.796, 0.856
dadX, 0.973, 0.190, 0.323, 0.194, 0.223, 0.188, 0.422, 0.331, -0.532, 0.570, -0.782, 0.275
scpA, -0.006, 0.372, 0.547, 0.363, 0.286, 0.345, -0.394, 0.276, -0.040, 0.420, -0.714, 0.500
recT, -0.185, 0.933, 0.215, 0.249, 0.880, 1.745, 0.062, 1.374, -inf, nan, 0.572, 1.455
hofP, -0.472, 0.787, 0.477, 0.572, 0.391, 0.227, 0.189, 2.428, 1.515, 3.336, 2.131, 5.257
panZ, 0.119, 0.973, 0.359, 0.340, 0.340, 0.532, -0.503, 0.769, -0.712, 3.076, -0.836, 1.152
mraY, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan, inf, nan
lptF, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan
tpke11, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
aphA, 0.423, 0.913, 0.493, 0.089, 0.240, 0.287, 0.241, 0.837, -0.402, 0.552, -0.777, 0.201
trkH, -0.021, 0.421, 0.384, 0.230, 0.418, 0.266, -0.169, 0.899, 0.068, 0.932, -0.898, 0.402
setA, -0.166, 0.592, 0.425, 0.125, 0.214, 0.181, -0.466, 0.465, 0.016, 0.747, -0.565, 0.591
ybaS, -0.336, 0.491, 0.584, 0.792, -0.129, 0.601, -0.605, 0.604, -0.331, 1.271, -0.551, 0.918
hisS, inf, nan, nan, nan, inf, nan, nan, nan, inf, nan, inf, nan
yeeN, -1.511, 1.334, 1.211, 1.008, -0.413, 1.241, -1.640, 1.190, -inf, nan, -1.246, 0.666
lspA, inf, nan, inf, nan, inf, nan, nan, nan, nan, nan, inf, nan
aslB, -0.515, 0.476, 0.365, 0.407, 0.179, 0.426, -0.624, 0.638, -0.597, 1.008, -0.616, 0.556
pykF, -0.014, 0.955, 0.892, 0.187, 0.921, 0.492, 0.324, 1.009, 0.214, 0.956, -0.090, 0.749
flgA, -0.088, 0.637, 0.642, 0.343, 0.077, 0.105, -0.455, 0.533, 0.836, 0.740, -0.485, 0.451
gatY, 0.615, 1.169, 0.328, 0.235, 0.357, 0.219, -0.322, 1.431, -0.758, 0.887, -0.810, 0.587
yfaA, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
ysgA, 0.063, 0.797, 0.442, 0.313, 0.142, 0.400, -0.730, 1.258, -0.415, 0.664, -0.454, 0.298
yeaD, -0.567, 1.710, 0.638, 0.194, 0.098, 0.344, -0.096, 1.296, -0.098, 0.451, -0.911, 0.689
ymdE, nan, nan, -inf, nan, inf, nan, nan, nan, -inf, nan, inf, nan
yihL, -0.210, 1.039, 0.106, 0.512, 0.140, 0.094, -0.671, 1.270, -0.968, 0.809, -0.729, 0.302
nuoG, 0.383, 1.038, 0.279, 0.091, 0.561, 0.330, 0.168, 0.780, 0.427, 1.157, -0.352, 0.368
potI, 0.259, 0.420, 0.365, 0.178, 0.337, 0.136, -0.055, 0.797, -0.477, 0.142, -0.459, 0.228
aqpZ, 0.112, 0.744, 0.531, 0.264, 0.241, 0.140, -0.031, 0.921, -0.525, 0.642, -0.951, 0.404
ampC, 0.212, 0.360, 0.411, 0.365, -0.031, 0.116, 0.129, 0.485, -0.418, 0.584, -0.802, 0.060
eamA, -0.096, 0.703, 0.160, 0.177, -0.128, 0.391, -0.176, 0.663, -0.319, 0.636, -0.703, 0.341
yedS_3, -0.331, 0.255, inf, nan, 0.128, 0.422, -inf, nan, inf, nan, -0.312, 0.638
ypdB, 0.384, 0.672, 0.586, 0.338, 0.615, 0.600, -0.178, 0.672, -0.738, 0.754, -0.495, 0.883
ydeK, -0.317, 1.658, 0.163, 0.334, 0.179, 0.384, -0.457, 0.789, -0.775, 0.841, -0.355, 0.520
atoE, 0.376, 0.383, 0.244, 0.196, 0.225, 0.166, 0.248, 0.540, -0.611, 0.828, -0.959, 0.297
sohB, -0.816, 2.062, 0.089, 0.788, -inf, nan, -1.012, 1.629, -0.987, 0.798, -1.341, 0.570
lhgO, 0.724, 0.411, 0.875, 0.428, 0.146, 0.231, 0.097, 0.601, 0.201, 1.975, -0.312, 0.950
bcsC, 0.739, 0.629, 0.436, 0.242, 0.296, 0.300, 0.248, 0.869, 0.206, 0.286, -0.643, 0.392
dauA, 0.967, 0.365, 0.317, 0.301, 0.279, 0.154, 0.303, 0.815, -0.093, 0.603, -0.432, 0.685
recJ, 0.008, 0.766, 0.449, 0.117, 0.258, 0.149, -0.574, 1.017, -0.291, 0.845, -0.755, 0.404
rpsS, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
ynaA, inf, nan, -inf, nan, inf, nan, inf, nan, -inf, nan, inf, nan
ybhA, 0.433, 0.791, 0.712, 0.416, 0.494, 0.809, -0.338, 1.108, 0.200, 1.066, -0.817, 1.188
ydcT, 0.806, 0.411, 0.243, 0.312, 0.314, 0.357, 0.429, 0.763, -0.171, 1.573, -0.387, 0.315
thiK, 0.199, 0.650, 0.179, 0.255, 0.083, 0.194, -0.438, 0.439, -1.134, 1.163, -1.631, 0.595
yhhH, -0.950, 0.070, 0.250, 0.846, -0.006, 0.509, -1.884, 1.306, -1.335, 1.396, -0.657, 1.313
glmM, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
glvB, 0.400, 0.419, 0.382, 0.138, 0.083, 0.113, 0.393, 0.262, -0.054, 0.283, -0.580, 0.258
borD, -0.064, 0.462, 0.006, 1.167, -0.169, 0.804, -inf, nan, -0.221, 1.927, -0.604, 0.400
uvrD, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
nadE, 0.447, 0.552, 0.550, 0.554, 1.696, 0.639, 0.985, 0.671, -0.005, 1.049, 0.475, 0.594
